KEY,科目,学校,年度,試験,大分野,中分野,分野,出題数
003003012K,算数,都市大,2025,2回,割合と比,割合と比,正比例と反比例,0
003003013K,算数,都市大,2025,2回,割合と比,割合と比,還元算・相当算,0
003003014K,算数,都市大,2025,2回,割合と比,割合と比,比の性質,0
003003015K,算数,都市大,2025,2回,割合と比,割合と比,倍数算,0
003003016K,算数,都市大,2025,2回,割合と比,割合と比,売買損益,0
003003017K,算数,都市大,2025,2回,割合と比,割合と比,濃度,0
003003018K,算数,都市大,2025,2回,割合と比,割合と比,仕事算,0
003003019K,算数,都市大,2025,2回,割合と比,割合と比,ニュートン算,0
004004020K,算数,都市大,2025,2回,速さ,速さ,速さ,0
004004021K,算数,都市大,2025,2回,速さ,速さ,旅人算,0
004004022K,算数,都市大,2025,2回,速さ,速さ,通過算,0
004004023K,算数,都市大,2025,2回,速さ,速さ,流水算,0
004004024K,算数,都市大,2025,2回,速さ,速さ,時計算,0
004004025K,算数,都市大,2025,2回,速さ,速さ,速さと比,0
005005026K,算数,都市大,2025,2回,図形,図形,角度・面積・長さ,0
005005027K,算数,都市大,2025,2回,図形,図形,辺の比と面積の比・相似,0
005005028K,算数,都市大,2025,2回,図形,図形,体積・表面積,0
005005029K,算数,都市大,2025,2回,図形,図形,水の深さと体積,0
005005030K,算数,都市大,2025,2回,図形,図形,展開図,0
005005031K,算数,都市大,2025,2回,図形,図形,構成・分割,0
005005032K,算数,都市大,2025,2回,図形,図形,図形・点の移動,0
006006033K,算数,都市大,2025,2回,表とグラフ,表とグラフ,表とグラフ,0
007007034K,算数,都市大,2025,2回,数の性質,数の性質,約数と倍数,0
007007035K,算数,都市大,2025,2回,数の性質,数の性質,Ｎ進数,0
007007036K,算数,都市大,2025,2回,数の性質,数の性質,約束記号・文字式,0
007007037K,算数,都市大,2025,2回,数の性質,数の性質,整数・小数・分数の性質,0
008008038K,算数,都市大,2025,2回,規則性,規則性,植木算,0
008008039K,算数,都市大,2025,2回,規則性,規則性,周期算,0
008008040K,算数,都市大,2025,2回,規則性,規則性,数列,0
008008041K,算数,都市大,2025,2回,規則性,規則性,方陣算,0
008008042K,算数,都市大,2025,2回,規則性,規則性,図形と規則,0
009009043K,算数,都市大,2025,2回,場合の数,場合の数,場合の数,0
010010044K,算数,都市大,2025,2回,調べ・推定・条件の整理,調べ・推定・条件の整理,調べ・推定・条件の整理,0
011011045K,算数,都市大,2025,2回,その他,その他,その他,0
001001001K,算数,都市大,2023,2回,計算,計算,四則計算・逆算,0
001001002K,算数,都市大,2023,2回,計算,計算,計算のくふう,0
001001003K,算数,都市大,2023,2回,計算,計算,単位の計算,0
002002004K,算数,都市大,2023,2回,和と差,和と差,和差算・分配算,0
002002005K,算数,都市大,2023,2回,和と差,和と差,消去算,0
002002006K,算数,都市大,2023,2回,和と差,和と差,つるかめ算,0
002002007K,算数,都市大,2023,2回,和と差,和と差,平均とのべ,0
002002008K,算数,都市大,2023,2回,和と差,和と差,過不足算・差集め算,0
002002009K,算数,都市大,2023,2回,和と差,和と差,集まり,0
002002010K,算数,都市大,2023,2回,和と差,和と差,年齢算,0
003003011K,算数,都市大,2023,2回,割合と比,割合と比,割合と比,0
003003012K,算数,都市大,2023,2回,割合と比,割合と比,正比例と反比例,0
003003013K,算数,都市大,2023,2回,割合と比,割合と比,還元算・相当算,0
003003014K,算数,都市大,2023,2回,割合と比,割合と比,比の性質,0
003003015K,算数,都市大,2023,2回,割合と比,割合と比,倍数算,0
003003016K,算数,都市大,2023,2回,割合と比,割合と比,売買損益,0
003003017K,算数,都市大,2023,2回,割合と比,割合と比,濃度,0
003003018K,算数,都市大,2023,2回,割合と比,割合と比,仕事算,0
003003019K,算数,都市大,2023,2回,割合と比,割合と比,ニュートン算,0
004004020K,算数,都市大,2023,2回,速さ,速さ,速さ,0
004004021K,算数,都市大,2023,2回,速さ,速さ,旅人算,0
004004022K,算数,都市大,2023,2回,速さ,速さ,通過算,0
004004023K,算数,都市大,2023,2回,速さ,速さ,流水算,0
004004024K,算数,都市大,2023,2回,速さ,速さ,時計算,0
004004025K,算数,都市大,2023,2回,速さ,速さ,速さと比,0
005005026K,算数,都市大,2023,2回,図形,図形,角度・面積・長さ,0
005005027K,算数,都市大,2023,2回,図形,図形,辺の比と面積の比・相似,0
005005028K,算数,都市大,2023,2回,図形,図形,体積・表面積,0
005005029K,算数,都市大,2023,2回,図形,図形,水の深さと体積,0
005005030K,算数,都市大,2023,2回,図形,図形,展開図,0
005005031K,算数,都市大,2023,2回,図形,図形,構成・分割,0
005005032K,算数,都市大,2023,2回,図形,図形,図形・点の移動,0
006006033K,算数,都市大,2023,2回,表とグラフ,表とグラフ,表とグラフ,0
007007034K,算数,都市大,2023,2回,数の性質,数の性質,約数と倍数,0
007007035K,算数,都市大,2023,2回,数の性質,数の性質,Ｎ進数,0
007007036K,算数,都市大,2023,2回,数の性質,数の性質,約束記号・文字式,0
007007037K,算数,都市大,2023,2回,数の性質,数の性質,整数・小数・分数の性質,0
008008038K,算数,都市大,2023,2回,規則性,規則性,植木算,0
008008039K,算数,都市大,2023,2回,規則性,規則性,周期算,0
008008040K,算数,都市大,2023,2回,規則性,規則性,数列,0
008008041K,算数,都市大,2023,2回,規則性,規則性,方陣算,0
008008042K,算数,都市大,2023,2回,規則性,規則性,図形と規則,0
009009043K,算数,都市大,2023,2回,場合の数,場合の数,場合の数,0
010010044K,算数,都市大,2023,2回,調べ・推定・条件の整理,調べ・推定・条件の整理,調べ・推定・条件の整理,0
011011045K,算数,都市大,2023,2回,その他,その他,その他,0
001001001K,国語,芝中学,2025,1回,読解,文章の種類,説明文・論説文,1
001001001K,国語,芝中学,2025,2回,読解,文章の種類,説明文・論説文,1
001001001K,国語,芝中学,2024,1回,読解,文章の種類,説明文・論説文,1
001001001K,国語,芝中学,2024,2回,読解,文章の種類,説明文・論説文,1
001001001K,国語,芝中学,2023,1回,読解,文章の種類,説明文・論説文,1
001001001K,国語,芝中学,2023,2回,読解,文章の種類,説明文・論説文,1
001001001K,国語,芝中学,2022,1回,読解,文章の種類,説明文・論説文,1
001001001K,国語,芝中学,2022,2回,読解,文章の種類,説明文・論説文,1
001001001K,国語,芝中学,2021,1回,読解,文章の種類,説明文・論説文,1
001001001K,国語,芝中学,2021,2回,読解,文章の種類,説明文・論説文,1
001001002K,国語,芝中学,2025,1回,読解,文章の種類,小説・物語・伝記,1
001001002K,国語,芝中学,2025,2回,読解,文章の種類,小説・物語・伝記,1
001001002K,国語,芝中学,2024,1回,読解,文章の種類,小説・物語・伝記,1
001001002K,国語,芝中学,2024,2回,読解,文章の種類,小説・物語・伝記,1
001001002K,国語,芝中学,2023,1回,読解,文章の種類,小説・物語・伝記,1
001001002K,国語,芝中学,2023,2回,読解,文章の種類,小説・物語・伝記,1
001001002K,国語,芝中学,2022,1回,読解,文章の種類,小説・物語・伝記,1
001001002K,国語,芝中学,2022,2回,読解,文章の種類,小説・物語・伝記,1
001001002K,国語,芝中学,2021,1回,読解,文章の種類,小説・物語・伝記,1
001001002K,国語,芝中学,2021,2回,読解,文章の種類,小説・物語・伝記,1
002003013K,国語,芝中学,2025,1回,知識,漢字,漢字の書き取り,1
002003013K,国語,芝中学,2025,2回,知識,漢字,漢字の書き取り,1
002003013K,国語,芝中学,2024,1回,知識,漢字,漢字の書き取り,1
002003013K,国語,芝中学,2024,2回,知識,漢字,漢字の書き取り,1
002003013K,国語,芝中学,2023,1回,知識,漢字,漢字の書き取り,1
002003013K,国語,芝中学,2023,2回,知識,漢字,漢字の書き取り,1
002003013K,国語,芝中学,2022,1回,知識,漢字,漢字の書き取り,1
002003013K,国語,芝中学,2022,2回,知識,漢字,漢字の書き取り,1
002003013K,国語,芝中学,2021,1回,知識,漢字,漢字の書き取り,1
002003013K,国語,芝中学,2021,2回,知識,漢字,漢字の書き取り,1
002004017K,国語,芝中学,2025,1回,知識,語句,熟語,1
002004017K,国語,芝中学,2025,2回,知識,語句,熟語,1
002004017K,国語,芝中学,2024,1回,知識,語句,熟語,1
002004017K,国語,芝中学,2024,2回,知識,語句,熟語,1
002004017K,国語,芝中学,2023,1回,知識,語句,熟語,1
002004017K,国語,芝中学,2023,2回,知識,語句,熟語,1
002004017K,国語,芝中学,2022,1回,知識,語句,熟語,1
002004017K,国語,芝中学,2022,2回,知識,語句,熟語,1
002004017K,国語,芝中学,2021,1回,知識,語句,熟語,1
002004017K,国語,芝中学,2021,2回,知識,語句,熟語,1
001001001K,国語,芝中学,2025,1回,読解,文章の種類,説明文・論説文,0
001001002K,国語,芝中学,2025,1回,読解,文章の種類,小説・物語・伝記,0
001001003K,国語,芝中学,2025,1回,読解,文章の種類,随筆・紀行・日記,0
001001004K,国語,芝中学,2025,1回,読解,文章の種類,会話・戯曲,0
001001005K,国語,芝中学,2025,1回,読解,文章の種類,詩,0
001001006K,国語,芝中学,2025,1回,読解,文章の種類,短歌・俳句,0
002003012K,国語,芝中学,2025,1回,知識,漢字,漢字の読み,0
002003013K,国語,芝中学,2025,1回,知識,漢字,漢字の書き取り,0
002003014K,国語,芝中学,2025,1回,知識,漢字,部首・画数・筆頭,0
002004015K,国語,芝中学,2025,1回,知識,語句,語句の意味,0
002004016K,国語,芝中学,2025,1回,知識,語句,かなづかい,0
002004017K,国語,芝中学,2025,1回,知識,語句,熟語,0
002004018K,国語,芝中学,2025,1回,知識,語句,慣用句・ことわざ,0
002005022K,国語,芝中学,2025,1回,知識,知識,形式・技法,0
002005023K,国語,芝中学,2025,1回,知識,知識,文学作品の知識,0
002005024K,国語,芝中学,2025,1回,知識,知識,その他,0
002005025K,国語,芝中学,2025,1回,知識,知識,知識総合,0
003006026K,国語,芝中学,2025,1回,表現,表現,作文,0
003006027K,国語,芝中学,2025,1回,表現,表現,短文記述,0
003006028K,国語,芝中学,2025,1回,表現,表現,その他,0
004007029K,国語,芝中学,2025,1回,放送問題,放送問題,放送問題,0
001001001K,国語,芝中学,2025,2回,読解,文章の種類,説明文・論説文,0
001001002K,国語,芝中学,2025,2回,読解,文章の種類,小説・物語・伝記,0
001001003K,国語,芝中学,2025,2回,読解,文章の種類,随筆・紀行・日記,0
001001004K,国語,芝中学,2025,2回,読解,文章の種類,会話・戯曲,0
001001005K,国語,芝中学,2025,2回,読解,文章の種類,詩,0
001001006K,国語,芝中学,2025,2回,読解,文章の種類,短歌・俳句,0
002003012K,国語,芝中学,2025,2回,知識,漢字,漢字の読み,0
002003013K,国語,芝中学,2025,2回,知識,漢字,漢字の書き取り,0
002003014K,国語,芝中学,2025,2回,知識,漢字,部首・画数・筆頭,0
002004015K,国語,芝中学,2025,2回,知識,語句,語句の意味,0
002004016K,国語,芝中学,2025,2回,知識,語句,かなづかい,0
002004017K,国語,芝中学,2025,2回,知識,語句,熟語,0
002004018K,国語,芝中学,2025,2回,知識,語句,慣用句・ことわざ,0
002005022K,国語,芝中学,2025,2回,知識,知識,形式・技法,0
002005023K,国語,芝中学,2025,2回,知識,知識,文学作品の知識,0
002005024K,国語,芝中学,2025,2回,知識,知識,その他,0
002005025K,国語,芝中学,2025,2回,知識,知識,知識総合,0
003006026K,国語,芝中学,2025,2回,表現,表現,作文,0
003006027K,国語,芝中学,2025,2回,表現,表現,短文記述,0
003006028K,国語,芝中学,2025,2回,表現,表現,その他,0
004007029K,国語,芝中学,2025,2回,放送問題,放送問題,放送問題,0
001001001K,国語,芝中学,2024,1回,読解,文章の種類,説明文・論説文,0
001001002K,国語,芝中学,2024,1回,読解,文章の種類,小説・物語・伝記,0
001001003K,国語,芝中学,2024,1回,読解,文章の種類,随筆・紀行・日記,0
001001004K,国語,芝中学,2024,1回,読解,文章の種類,会話・戯曲,0
001001005K,国語,芝中学,2024,1回,読解,文章の種類,詩,0
001001006K,国語,芝中学,2024,1回,読解,文章の種類,短歌・俳句,0
002003012K,国語,芝中学,2024,1回,知識,漢字,漢字の読み,0
002003013K,国語,芝中学,2024,1回,知識,漢字,漢字の書き取り,0
002003014K,国語,芝中学,2024,1回,知識,漢字,部首・画数・筆頭,0
002004015K,国語,芝中学,2024,1回,知識,語句,語句の意味,0
002004016K,国語,芝中学,2024,1回,知識,語句,かなづかい,0
002004017K,国語,芝中学,2024,1回,知識,語句,熟語,0
002004018K,国語,芝中学,2024,1回,知識,語句,慣用句・ことわざ,0
002005022K,国語,芝中学,2024,1回,知識,知識,形式・技法,0
002005023K,国語,芝中学,2024,1回,知識,知識,文学作品の知識,0
002005024K,国語,芝中学,2024,1回,知識,知識,その他,0
002005025K,国語,芝中学,2024,1回,知識,知識,知識総合,0
003006026K,国語,芝中学,2024,1回,表現,表現,作文,0
003006027K,国語,芝中学,2024,1回,表現,表現,短文記述,0
003006028K,国語,芝中学,2024,1回,表現,表現,その他,0
004007029K,国語,芝中学,2024,1回,放送問題,放送問題,放送問題,0
001001001K,国語,芝中学,2024,2回,読解,文章の種類,説明文・論説文,0
001001002K,国語,芝中学,2024,2回,読解,文章の種類,小説・物語・伝記,0
001001003K,国語,芝中学,2024,2回,読解,文章の種類,随筆・紀行・日記,0
001001004K,国語,芝中学,2024,2回,読解,文章の種類,会話・戯曲,0
001001005K,国語,芝中学,2024,2回,読解,文章の種類,詩,0
001001006K,国語,芝中学,2024,2回,読解,文章の種類,短歌・俳句,0
002003012K,国語,芝中学,2024,2回,知識,漢字,漢字の読み,0
002003013K,国語,芝中学,2024,2回,知識,漢字,漢字の書き取り,0
002003014K,国語,芝中学,2024,2回,知識,漢字,部首・画数・筆頭,0
002004015K,国語,芝中学,2024,2回,知識,語句,語句の意味,0
002004016K,国語,芝中学,2024,2回,知識,語句,かなづかい,0
002004017K,国語,芝中学,2024,2回,知識,語句,熟語,0
002004018K,国語,芝中学,2024,2回,知識,語句,慣用句・ことわざ,0
002005022K,国語,芝中学,2024,2回,知識,知識,形式・技法,0
002005023K,国語,芝中学,2024,2回,知識,知識,文学作品の知識,0
002005024K,国語,芝中学,2024,2回,知識,知識,その他,0
002005025K,国語,芝中学,2024,2回,知識,知識,知識総合,0
003006026K,国語,芝中学,2024,2回,表現,表現,作文,0
003006027K,国語,芝中学,2024,2回,表現,表現,短文記述,0
003006028K,国語,芝中学,2024,2回,表現,表現,その他,0
004007029K,国語,芝中学,2024,2回,放送問題,放送問題,放送問題,0
001001001K,国語,芝中学,2023,1回,読解,文章の種類,説明文・論説文,0
001001002K,国語,芝中学,2023,1回,読解,文章の種類,小説・物語・伝記,0
001001003K,国語,芝中学,2023,1回,読解,文章の種類,随筆・紀行・日記,0
001001004K,国語,芝中学,2023,1回,読解,文章の種類,会話・戯曲,0
001001005K,国語,芝中学,2023,1回,読解,文章の種類,詩,0
001001006K,国語,芝中学,2023,1回,読解,文章の種類,短歌・俳句,0
002003012K,国語,芝中学,2023,1回,知識,漢字,漢字の読み,0
002003013K,国語,芝中学,2023,1回,知識,漢字,漢字の書き取り,0
002003014K,国語,芝中学,2023,1回,知識,漢字,部首・画数・筆頭,0
002004015K,国語,芝中学,2023,1回,知識,語句,語句の意味,0
002004016K,国語,芝中学,2023,1回,知識,語句,かなづかい,0
002004017K,国語,芝中学,2023,1回,知識,語句,熟語,0
002004018K,国語,芝中学,2023,1回,知識,語句,慣用句・ことわざ,0
002005022K,国語,芝中学,2023,1回,知識,知識,形式・技法,0
002005023K,国語,芝中学,2023,1回,知識,知識,文学作品の知識,0
002005024K,国語,芝中学,2023,1回,知識,知識,その他,0
002005025K,国語,芝中学,2023,1回,知識,知識,知識総合,0
003006026K,国語,芝中学,2023,1回,表現,表現,作文,0
003006027K,国語,芝中学,2023,1回,表現,表現,短文記述,0
003006028K,国語,芝中学,2023,1回,表現,表現,その他,0
004007029K,国語,芝中学,2023,1回,放送問題,放送問題,放送問題,0
001001001K,国語,芝中学,2023,2回,読解,文章の種類,説明文・論説文,0
001001002K,国語,芝中学,2023,2回,読解,文章の種類,小説・物語・伝記,0
001001003K,国語,芝中学,2023,2回,読解,文章の種類,随筆・紀行・日記,0
001001004K,国語,芝中学,2023,2回,読解,文章の種類,会話・戯曲,0
001001005K,国語,芝中学,2023,2回,読解,文章の種類,詩,0
001001006K,国語,芝中学,2023,2回,読解,文章の種類,短歌・俳句,0
002003012K,国語,芝中学,2023,2回,知識,漢字,漢字の読み,0
002003013K,国語,芝中学,2023,2回,知識,漢字,漢字の書き取り,0
002003014K,国語,芝中学,2023,2回,知識,漢字,部首・画数・筆頭,0
002004015K,国語,芝中学,2023,2回,知識,語句,語句の意味,0
002004016K,国語,芝中学,2023,2回,知識,語句,かなづかい,0
002004017K,国語,芝中学,2023,2回,知識,語句,熟語,0
002004018K,国語,芝中学,2023,2回,知識,語句,慣用句・ことわざ,0
002005022K,国語,芝中学,2023,2回,知識,知識,形式・技法,0
002005023K,国語,芝中学,2023,2回,知識,知識,文学作品の知識,0
002005024K,国語,芝中学,2023,2回,知識,知識,その他,0
002005025K,国語,芝中学,2023,2回,知識,知識,知識総合,0
003006026K,国語,芝中学,2023,2回,表現,表現,作文,0
003006027K,国語,芝中学,2023,2回,表現,表現,短文記述,0
003006028K,国語,芝中学,2023,2回,表現,表現,その他,0
004007029K,国語,芝中学,2023,2回,放送問題,放送問題,放送問題,0
001001001K,国語,芝中学,2022,1回,読解,文章の種類,説明文・論説文,0
001001002K,国語,芝中学,2022,1回,読解,文章の種類,小説・物語・伝記,0
001001003K,国語,芝中学,2022,1回,読解,文章の種類,随筆・紀行・日記,0
001001004K,国語,芝中学,2022,1回,読解,文章の種類,会話・戯曲,0
001001005K,国語,芝中学,2022,1回,読解,文章の種類,詩,0
001001006K,国語,芝中学,2022,1回,読解,文章の種類,短歌・俳句,0
002003012K,国語,芝中学,2022,1回,知識,漢字,漢字の読み,0
002003013K,国語,芝中学,2022,1回,知識,漢字,漢字の書き取り,0
002003014K,国語,芝中学,2022,1回,知識,漢字,部首・画数・筆頭,0
002004015K,国語,芝中学,2022,1回,知識,語句,語句の意味,0
002004016K,国語,芝中学,2022,1回,知識,語句,かなづかい,0
002004017K,国語,芝中学,2022,1回,知識,語句,熟語,0
002004018K,国語,芝中学,2022,1回,知識,語句,慣用句・ことわざ,0
002005022K,国語,芝中学,2022,1回,知識,知識,形式・技法,0
002005023K,国語,芝中学,2022,1回,知識,知識,文学作品の知識,0
002005024K,国語,芝中学,2022,1回,知識,知識,その他,0
002005025K,国語,芝中学,2022,1回,知識,知識,知識総合,0
003006026K,国語,芝中学,2022,1回,表現,表現,作文,0
003006027K,国語,芝中学,2022,1回,表現,表現,短文記述,0
003006028K,国語,芝中学,2022,1回,表現,表現,その他,0
004007029K,国語,芝中学,2022,1回,放送問題,放送問題,放送問題,0
001001001K,国語,芝中学,2022,2回,読解,文章の種類,説明文・論説文,0
001001002K,国語,芝中学,2022,2回,読解,文章の種類,小説・物語・伝記,0
001001003K,国語,芝中学,2022,2回,読解,文章の種類,随筆・紀行・日記,0
001001004K,国語,芝中学,2022,2回,読解,文章の種類,会話・戯曲,0
001001005K,国語,芝中学,2022,2回,読解,文章の種類,詩,0
001001006K,国語,芝中学,2022,2回,読解,文章の種類,短歌・俳句,0
002003012K,国語,芝中学,2022,2回,知識,漢字,漢字の読み,0
002003013K,国語,芝中学,2022,2回,知識,漢字,漢字の書き取り,0
002003014K,国語,芝中学,2022,2回,知識,漢字,部首・画数・筆頭,0
002004015K,国語,芝中学,2022,2回,知識,語句,語句の意味,0
002004016K,国語,芝中学,2022,2回,知識,語句,かなづかい,0
002004017K,国語,芝中学,2022,2回,知識,語句,熟語,0
002004018K,国語,芝中学,2022,2回,知識,語句,慣用句・ことわざ,0
002005022K,国語,芝中学,2022,2回,知識,知識,形式・技法,0
002005023K,国語,芝中学,2022,2回,知識,知識,文学作品の知識,0
002005024K,国語,芝中学,2022,2回,知識,知識,その他,0
002005025K,国語,芝中学,2022,2回,知識,知識,知識総合,0
003006026K,国語,芝中学,2022,2回,表現,表現,作文,0
003006027K,国語,芝中学,2022,2回,表現,表現,短文記述,0
003006028K,国語,芝中学,2022,2回,表現,表現,その他,0
004007029K,国語,芝中学,2022,2回,放送問題,放送問題,放送問題,0
001001001K,国語,芝中学,2021,1回,読解,文章の種類,説明文・論説文,0
001001002K,国語,芝中学,2021,1回,読解,文章の種類,小説・物語・伝記,0
001001003K,国語,芝中学,2021,1回,読解,文章の種類,随筆・紀行・日記,0
001001004K,国語,芝中学,2021,1回,読解,文章の種類,会話・戯曲,0
001001005K,国語,芝中学,2021,1回,読解,文章の種類,詩,0
001001006K,国語,芝中学,2021,1回,読解,文章の種類,短歌・俳句,0
002003012K,国語,芝中学,2021,1回,知識,漢字,漢字の読み,0
002003013K,国語,芝中学,2021,1回,知識,漢字,漢字の書き取り,0
002003014K,国語,芝中学,2021,1回,知識,漢字,部首・画数・筆頭,0
002004015K,国語,芝中学,2021,1回,知識,語句,語句の意味,0
002004016K,国語,芝中学,2021,1回,知識,語句,かなづかい,0
002004017K,国語,芝中学,2021,1回,知識,語句,熟語,0
002004018K,国語,芝中学,2021,1回,知識,語句,慣用句・ことわざ,0
002005022K,国語,芝中学,2021,1回,知識,知識,形式・技法,0
002005023K,国語,芝中学,2021,1回,知識,知識,文学作品の知識,0
002005024K,国語,芝中学,2021,1回,知識,知識,その他,0
002005025K,国語,芝中学,2021,1回,知識,知識,知識総合,0
003006026K,国語,芝中学,2021,1回,表現,表現,作文,0
003006027K,国語,芝中学,2021,1回,表現,表現,短文記述,0
003006028K,国語,芝中学,2021,1回,表現,表現,その他,0
004007029K,国語,芝中学,2021,1回,放送問題,放送問題,放送問題,0
001001001K,国語,芝中学,2021,2回,読解,文章の種類,説明文・論説文,0
001001002K,国語,芝中学,2021,2回,読解,文章の種類,小説・物語・伝記,0
001001003K,国語,芝中学,2021,2回,読解,文章の種類,随筆・紀行・日記,0
001001004K,国語,芝中学,2021,2回,読解,文章の種類,会話・戯曲,0
001001005K,国語,芝中学,2021,2回,読解,文章の種類,詩,0
001001006K,国語,芝中学,2021,2回,読解,文章の種類,短歌・俳句,0
002003012K,国語,芝中学,2021,2回,知識,漢字,漢字の読み,0
002003013K,国語,芝中学,2021,2回,知識,漢字,漢字の書き取り,0
002003014K,国語,芝中学,2021,2回,知識,漢字,部首・画数・筆頭,0
002004015K,国語,芝中学,2021,2回,知識,語句,語句の意味,0
002004016K,国語,芝中学,2021,2回,知識,語句,かなづかい,0
002004017K,国語,芝中学,2021,2回,知識,語句,熟語,0
002004018K,国語,芝中学,2021,2回,知識,語句,慣用句・ことわざ,0
002005022K,国語,芝中学,2021,2回,知識,知識,形式・技法,0
002005023K,国語,芝中学,2021,2回,知識,知識,文学作品の知識,0
002005024K,国語,芝中学,2021,2回,知識,知識,その他,0
002005025K,国語,芝中学,2021,2回,知識,知識,知識総合,0
003006026K,国語,芝中学,2021,2回,表現,表現,作文,0
003006027K,国語,芝中学,2021,2回,表現,表現,短文記述,0
003006028K,国語,芝中学,2021,2回,表現,表現,その他,0
004007029K,国語,芝中学,2021,2回,放送問題,放送問題,放送問題,0
001001002K,理科,芝中学,2025,1回,生命,生命,植物,1
001001002K,理科,芝中学,2024,1回,生命,生命,植物,1
001001002K,理科,芝中学,2023,1回,生命,生命,植物,1
001001002K,理科,芝中学,2022,1回,生命,生命,植物,1
001001002K,理科,芝中学,2021,1回,生命,生命,植物,1
001001002K,理科,芝中学,2021,2回,生命,生命,植物,1
001001002K,理科,芝中学,2025,1回,生命,生命,植物,0
001001003K,理科,芝中学,2025,1回,生命,生命,動物,0
001001004K,理科,芝中学,2025,1回,生命,生命,人体,0
001001005K,理科,芝中学,2025,1回,生命,生命,生物と環境,0
001001006K,理科,芝中学,2025,1回,生命,生命,季節と生物,0
001001007K,理科,芝中学,2025,1回,生命,生命,生命総合,0
002002008K,理科,芝中学,2025,1回,物質,物質,物質のすがた,0
002002009K,理科,芝中学,2025,1回,物質,物質,気体の性質,0
002002010K,理科,芝中学,2025,1回,物質,物質,水溶液の性質,0
002002011K,理科,芝中学,2025,1回,物質,物質,ものの溶け方,0
002002012K,理科,芝中学,2025,1回,物質,物質,金属の性質,0
002002013K,理科,芝中学,2025,1回,物質,物質,ものの燃え方,0
002002014K,理科,芝中学,2025,1回,物質,物質,物質総合,0
003003015K,理科,芝中学,2025,1回,エネルギー,エネルギー,てこ・滑車・輪軸,0
003003016K,理科,芝中学,2025,1回,エネルギー,エネルギー,ばねののび方,0
003003017K,理科,芝中学,2025,1回,エネルギー,エネルギー,ふりこ・物体の運動,0
003003018K,理科,芝中学,2025,1回,エネルギー,エネルギー,浮力と密度・圧力,0
003003019K,理科,芝中学,2025,1回,エネルギー,エネルギー,光の進み方,0
003003020K,理科,芝中学,2025,1回,エネルギー,エネルギー,ものの温まり方,0
003003021K,理科,芝中学,2025,1回,エネルギー,エネルギー,音の伝わり方,0
003003022K,理科,芝中学,2025,1回,エネルギー,エネルギー,電気回路,0
003003023K,理科,芝中学,2025,1回,エネルギー,エネルギー,磁石・電磁石,0
003003024K,理科,芝中学,2025,1回,エネルギー,エネルギー,エネルギー総合,0
004004025K,理科,芝中学,2025,1回,地球,地球,地球・月・太陽系,0
004004026K,理科,芝中学,2025,1回,地球,地球,星と星座,0
004004027K,理科,芝中学,2025,1回,地球,地球,風・雲と天候,0
004004028K,理科,芝中学,2025,1回,地球,地球,気温・地温・湿度,0
004004029K,理科,芝中学,2025,1回,地球,地球,流水のはたらき・地層と岩石,0
004004030K,理科,芝中学,2025,1回,地球,地球,火山・地震,0
004004031K,理科,芝中学,2025,1回,地球,地球,地球総合,0
005005032K,理科,芝中学,2025,1回,実験器具,実験器具,実験器具,0
006006033K,理科,芝中学,2025,1回,観察,観察,観察,0
007007034K,理科,芝中学,2025,1回,環境問題,環境問題,環境問題,0
008008035K,理科,芝中学,2025,1回,時事問題,時事問題,時事問題,0
009009036K,理科,芝中学,2025,1回,複数分野総合,複数分野総合,複数分野総合,0
001001002K,理科,芝中学,2024,1回,生命,生命,植物,0
001001003K,理科,芝中学,2024,1回,生命,生命,動物,0
001001004K,理科,芝中学,2024,1回,生命,生命,人体,0
001001005K,理科,芝中学,2024,1回,生命,生命,生物と環境,0
001001006K,理科,芝中学,2024,1回,生命,生命,季節と生物,0
001001007K,理科,芝中学,2024,1回,生命,生命,生命総合,0
002002008K,理科,芝中学,2024,1回,物質,物質,物質のすがた,0
002002009K,理科,芝中学,2024,1回,物質,物質,気体の性質,0
002002010K,理科,芝中学,2024,1回,物質,物質,水溶液の性質,0
002002011K,理科,芝中学,2024,1回,物質,物質,ものの溶け方,0
002002012K,理科,芝中学,2024,1回,物質,物質,金属の性質,0
002002013K,理科,芝中学,2024,1回,物質,物質,ものの燃え方,0
002002014K,理科,芝中学,2024,1回,物質,物質,物質総合,0
003003015K,理科,芝中学,2024,1回,エネルギー,エネルギー,てこ・滑車・輪軸,0
003003016K,理科,芝中学,2024,1回,エネルギー,エネルギー,ばねののび方,0
003003017K,理科,芝中学,2024,1回,エネルギー,エネルギー,ふりこ・物体の運動,0
003003018K,理科,芝中学,2024,1回,エネルギー,エネルギー,浮力と密度・圧力,0
003003019K,理科,芝中学,2024,1回,エネルギー,エネルギー,光の進み方,0
003003020K,理科,芝中学,2024,1回,エネルギー,エネルギー,ものの温まり方,0
003003021K,理科,芝中学,2024,1回,エネルギー,エネルギー,音の伝わり方,0
003003022K,理科,芝中学,2024,1回,エネルギー,エネルギー,電気回路,0
003003023K,理科,芝中学,2024,1回,エネルギー,エネルギー,磁石・電磁石,0
003003024K,理科,芝中学,2024,1回,エネルギー,エネルギー,エネルギー総合,0
004004025K,理科,芝中学,2024,1回,地球,地球,地球・月・太陽系,0
004004026K,理科,芝中学,2024,1回,地球,地球,星と星座,0
004004027K,理科,芝中学,2024,1回,地球,地球,風・雲と天候,0
